timestamp,v_enc,v_ave,v_comp,v_acc,v_setp,yawrate,yawrate_traj,yawrate_setp,yaw,yaw_traj,yaw_setp,beta,beta_setp,beta_dot,beta_dot_setp,x_cor,y_cor,x_cor_setp,y_cor_setp,a_x,a_y,a_setp,d_la,d_l,d_r,d_ra,wall_la,wall_l,wall_r,wall_ra,v_p,v_i,v_d,duty_v,yawrate_p,yawrate_i,yawrate_d,duty_yaw,yaw_p,yaw_i,wall_p,wall_i,wall_d,diag_p,voltage,turn_type,on_wall_center_time,not_corner_l_elapsed_time,not_corner_r_elapsed_time,in_detect_edge_area,detected_edge,three_section_ahead_dist
0.001000, 0.000000, 0.000000, 0.000173, 0.000000, 0.001000, 0.291182, 0.000000, -0.002732, -0.000273,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.500000, 0.382111, 0.500000, 0.382111,0.051446, 0.345763, 1.000000, 0.205355, 0.074910, 0.052224, 0.116315, 32.000000, 117.000000, 292.000000,104.000000, 0.000400, 0.000003, 0.000050, 0.000453, -0.000231, -0.000001, -0.000026, -0.000258, -0.000137,-0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.772894, 2.000000, 0.000000, 21.581768, 21.581768,0.000000, 0.000000, 0.235610
0.003000, -0.000380, -0.000076, 0.000411, -0.000380, 0.003000, 0.431714, 0.000000, -0.010109, -0.001011,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.500000, 0.382107, 0.500000, 0.382122,0.055035, 0.297906, 1.000000, 0.205355, 0.074910, 0.052224, 0.116315, 32.000000, 117.000000, 292.000000,104.000000, 0.001230, 0.000018, 0.000146, 0.001395, -0.000347, -0.000004, -0.000035, -0.000387, -0.000505,-0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.769964, 2.000000, 0.000000, 21.583767, 21.583767,0.000000, 0.000000, 0.235610
0.005000, 0.000380, 0.000000, 0.000739, 0.000380, 0.005000, 0.431714, 0.000000, -0.018851, -0.001885,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.500000, 0.382107, 0.500000, 0.382178,0.031107, 0.258425, 1.000000, 0.208049, 0.074655, 0.052224, 0.117228, 31.000000, 118.000000, 292.000000,102.000000, 0.002000, 0.000045, 0.000226, 0.002271, -0.000354, -0.000007, -0.000033, -0.000394, -0.000943,-0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.769964, 2.000000, 0.000000, 21.585766, 21.585766,0.000000, 0.000000, 0.235610
0.007000, 0.000000, 0.000000, 0.000946, 0.000000, 0.007000, 0.431714, 0.000000, -0.027594, -0.002759,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.500000, 0.382111, 0.500000, 0.382278,0.011964, 0.211765, 1.000000, 0.205355, 0.075167, 0.052224, 0.116768, 32.000000, 116.000000, 292.000000,103.000000, 0.002800, 0.000084, 0.000301, 0.003186, -0.000361, -0.000010, -0.000030, -0.000401, -0.001380,-0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.769964, 2.000000, 0.000000, 21.587765, 21.587765,0.000000, 0.000000, 0.235610
0.009000, -0.000380, -0.000038, 0.001112, -0.000380, 0.009000, 0.291182, 0.000000, -0.036337, -0.003634,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.500000, 0.382111, 0.500000, 0.382422,-0.026321, 0.212961, 1.000000, 0.205355, 0.075167, 0.052224, 0.116768, 32.000000, 116.000000, 292.000000,103.000000, 0.003615, 0.000136, 0.000371, 0.004122, -0.000257, -0.000013, -0.000016, -0.000286, -0.001817,-0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.769964, 2.000000, 0.000000, 21.589764, 21.589764,0.000000, 0.000000, 0.235610
0.011000, 0.000380, -0.000038, 0.001122, 0.000380, 0.011000, 0.150650, 0.000000, -0.042347, -0.004235,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.500000, 0.382103, 0.500000, 0.382611,-0.069392, 0.137587, 1.000000, 0.205355, 0.075167, 0.052224, 0.117228, 32.000000, 116.000000, 292.000000,102.000000, 0.004415, 0.000199, 0.000433, 0.018854, -0.000152, -0.000015, -0.000003, -0.000169, -0.002117,-0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.762638, 2.000000, 0.000000, 21.591763, 21.591763,0.000000, 0.000000, 0.235611
0.013000, 0.000761, 0.000152, 0.001364, 0.000761, 0.013000, -0.130414, 0.000000, -0.042347, -0.004235,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.500000, 0.382111, 0.500000, 0.382844,-0.081356, 0.412762, 1.000000, 0.208049, 0.075167, 0.052224, 0.116768, 31.000000, 116.000000, 292.000000,103.000000, 0.005139, 0.000273, 0.000479, 0.019827, 0.000069, -0.000014, 0.000021, 0.000076, -0.002117,-0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.762638, 2.000000, 0.000000, 21.593761, 21.593761,0.000000, 0.000000, 0.235610
0.015000, 0.001141, 0.000266, 0.002054, 0.001141, 0.015000, 1.415438, 0.000000, -0.043986, -0.004399,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.500000, 0.382128, 0.500000, 0.383122,0.007178, 1.459622, 1.000000, 0.208049, 0.075167, 0.052161, 0.117228, 31.000000, 116.000000, 293.000000,102.000000, 0.005893, 0.000359, 0.000524, 0.020841, -0.001146, -0.000021, -0.000114, -0.001281, -0.002199,-0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.761172, 2.000000, 0.000000, 21.595760, 21.595760,0.000000, 0.000000, 0.235608
0.017000, 0.001902, 0.000647, 0.003668, 0.001902, 0.017000, 10.268953, 0.000000, -0.115840, -0.011584,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.500000, 0.382162, 0.500000, 0.383444,-0.044267, 1.269392, 1.000000, 0.205355, 0.074910, 0.052099, 0.117228, 32.000000, 117.000000, 294.000000,102.000000, 0.006541, 0.000455, 0.000552, 0.021741, -0.008156, -0.000077, -0.000863, -0.009096, -0.005792,-0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.761172, 2.000000, 0.000000, 21.597759, 21.597759,0.000000, 0.000000, 0.235605
0.019000, 0.003043, 0.001217, 0.004977, 0.003043, 0.019000, 10.971613, 0.000000, -0.333860, -0.033386,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.500000, 0.382208, 0.500000, 0.383811,-0.013161, 0.908076, 1.000000, 0.205355, 0.075167, 0.052099, 0.117694, 32.000000, 116.000000, 294.000000,101.000000, 0.007113, 0.000559, 0.000567, 0.022562, -0.008879, -0.000158, -0.000853, -0.009890, -0.016693,-0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.758242, 2.000000, 0.000000, 21.599758, 21.599758,0.000000, 0.000000, 0.235601
0.021000, 0.003804, 0.001940, 0.006317, 0.003804, 0.021000, 7.879910, 0.000000, -0.542044, -0.054204,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.500000, 0.382280, 0.500000, 0.384222,0.169890, 0.740579, 1.000000, 0.205355, 0.074655, 0.051974, 0.117228, 32.000000, 118.000000, 296.000000,102.000000, 0.007624, 0.000672, 0.000574, 0.023321, -0.006615, -0.000223, -0.000523, -0.007360, -0.027102,-0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.758242, 2.000000, 0.000000, 21.601757, 21.601757,0.000000, 0.000000, 0.235595
0.023000, 0.005706, 0.002853, 0.007332, 0.005706, 0.023000, 6.474590, 0.000000, -0.685478, -0.068548,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.500000, 0.382373, 0.500000, 0.384678,0.124427, 0.497707, 1.000000, 0.205355, 0.074655, 0.051974, 0.118166, 32.000000, 118.000000, 296.000000,100.000000, 0.008059, 0.000791, 0.000571, 0.024000, -0.005624, -0.000273, -0.000367, -0.006264, -0.034274,-0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.755311, 2.000000, 0.000000, 21.603756, 21.603756,0.000000, 0.000000, 0.235586
0.025000, 0.006466, 0.003804, 0.007840, 0.006466, 0.025000, 11.955338, 0.000000, -0.838747, -0.083875,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.500000, 0.382492, 0.500000, 0.385178,-0.023928, 0.351745, 1.000000, 0.208049, 0.074404, 0.051850, 0.118166, 31.000000, 119.000000, 298.000000,100.000000, 0.008478, 0.000917, 0.000567, 0.024670, -0.010048, -0.000351, -0.000813, -0.011212, -0.041937,-0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.755311, 2.000000, 0.000000, 21.605755, 21.605755,0.000000, 0.000000, 0.235576
0.027000, 0.007608, 0.004755, 0.007792, 0.007608, 0.027000, 17.014488, 0.000000, -1.107583, -0.110758,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.500000, 0.382627, 0.500000, 0.385722,-0.177069, 0.484547, 1.000000, 0.208049, 0.074655, 0.051789, 0.119131, 31.000000, 118.000000, 299.000000,98.000000, 0.008898, 0.001049, 0.000562, 0.025346, -0.014233, -0.000470, -0.001185, -0.015888, -0.055379,-0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.753846, 2.000000, 0.000000, 21.607754, 21.607754,0.000000, 0.000000, 0.235564
0.029000, 0.007608, 0.005706, 0.008231, 0.007608, 0.029000, 17.998213, 0.000000, -1.457836, -0.145784,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499999, 0.382792, 0.500000, 0.386311,-0.235693, 0.390030, 1.000000, 0.205355, 0.074155, 0.051728, 0.119131, 32.000000, 120.000000, 300.000000,98.000000, 0.009318, 0.001187, 0.000559, 0.026028, -0.015281, -0.000605, -0.001181, -0.017066, -0.072892,-0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.749451, 2.000000, 0.000000, 21.609753, 21.609753,0.000000, 0.000000, 0.235549
0.031000, 0.007988, 0.006581, 0.008656, 0.007988, 0.031000, 16.733427, 0.000000, -1.812186, -0.181219,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499999, 0.382965, 0.500000, 0.386944,-0.071785, 0.374477, 1.000000, 0.208049, 0.073909, 0.051607, 0.119624, 31.000000, 121.000000, 302.000000,97.000000, 0.009768, 0.001332, 0.000559, 0.026752, -0.014566, -0.000736, -0.000988, -0.016290, -0.090609,-0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.749451, 2.000000, 0.000000, 21.611752, 21.611752,0.000000, 0.000000, 0.235533
